,이용횟수
41453005.0,19
41491003.0,26
11110676.0,6
28326004.0,1
41040009.0,7
41453014.0,12
41086010.0,3
41022118.0,10
41003660.0,2
28219001.0,8
11110099.0,4
41427006.0,23
28324001.0,4
11110723.0,11
41008115.0,2
11110678.0,3
41401002.0,17
41075034.0,11
41002030.0,2
41002053.0,4
41007032.0,6
41006240.0,7
11110673.0,6
41006177.0,3
41075035.0,14
41002102.0,16
41453010.0,15
41215005.0,17
28013002.0,5
28247001.0,10
11110389.0,1
41034001.0,2
28216006.0,5
41026015.0,12
41050006.0,3
41003008.0,2
41483007.0,12
41032027.0,24
11110801.0,5
28020001.0,5
41074083.0,72
41088001.0,1
41030033.0,15
41003239.0,4
41299704.0,2
41483003.0,8
41036124.0,13
41427007.0,8
41483015.0,4
41283004.0,6
41016045.0,2
41422007.0,3
41382001.0,16
11110632.0,3
41002371.0,2
41235002.0,1
41002417.0,1
41003708.0,1
11110667.0,1
41022132.0,3
41348003.0,1
41077016.0,2
28214006.0,4
11110619.0,5
41281001.0,12
41425027.0,9
41485047.0,5
41022138.0,3
11110188.0,12
41065107.0,7
11110547.0,12
41068143.0,1
41283011.0,9
41319027.0,2
11110879.0,6
41044120.0,4
41071011.0,5
11110910.0,3
41018001.0,3
41319004.0,1
41352010.0,4
41076900.0,7
41422008.0,13
41282010.0,40
41017109.0,2
41453012.0,10
11110084.0,4
41091016.0,3
41284005.0,21
41453016.0,9
41002640.0,1
41346001.0,1
41485021.0,7
41005138.0,1
41032026.0,10
11110323.0,3
41032023.0,5
41023152.0,2
41003433.0,1
41011129.0,5
41008137.0,18
11110717.0,8
41030012.0,5
41110153.0,1
41347005.0,2
41040011.0,5
41485025.0,7
41003026.0,7
28041002.0,3
41424006.0,9
11110574.0,3
11110380.0,3
41453002.0,7
41033102.0,1
11110583.0,7
41285004.0,7
41071001.0,2
28217003.0,7
41424008.0,11
41032024.0,4
11110367.0,2
41319006.0,5
28344001.0,2
41335006.0,9
28511002.0,2
41030016.0,11
41006107.0,3
41424007.0,3
41004018.0,5
41002364.0,1
28315034.0,2
41352008.0,1
41421002.0,12
28345900.0,1
41016900.0,3
41006211.0,6
41491007.0,24
41483006.0,19
41318001.0,14
41091011.0,4
28042003.0,3
11110922.0,2
11110724.0,3
11110611.0,8
41007119.0,5
41076008.0,3
41003215.0,2
41003668.0,1
41044125.0,2
41018005.0,2
41018105.0,1
41008119.0,2
11110614.0,1
41285001.0,10
41003208.0,1
41485024.0,3
28511015.0,1
28330001.0,1
41319025.0,2
41461005.0,1
41110150.0,1
28313001.0,1
41057017.0,2
11110687.0,4
41044106.0,3
28326001.0,4
41350003.0,1
41032029.0,10
41018171.0,1
41017011.0,2
41057015.0,2
41002316.0,2
41002202.0,1
41045013.0,4
41002328.0,1
11110600.0,7
11110645.0,1
41262003.0,4
11110169.0,11
41441001.0,2
28038008.0,4
41299002.0,10
41436004.0,4
41245006.0,3
11110633.0,1
28343005.0,1
41002126.0,1
41002630.0,1
28224001.0,4
41438006.0,1
41057016.0,3
41041114.0,1
41485045.0,4
11110662.0,6
28008001.0,2
41485043.0,13
41002028.0,6
41019012.0,1
41003436.0,1
41022123.0,1
41005013.0,5
41339001.0,3
41014117.0,3
41410001.0,1
11110599.0,6
41005169.0,1
41006181.0,3
41003626.0,1
28003002.0,3
41009135.0,1
41078004.0,6
41023103.0,1
11110366.0,1
41006161.0,3
41038165.0,1
11110722.0,7
11110623.0,1
41005124.0,5
41395001.0,6
28313002.0,2
28034003.0,1
11110798.0,5
41005004.0,2
28231009.0,4
11110709.0,4
41263003.0,3
28223001.0,6
41022124.0,3
11110855.0,1
41016042.0,8
41068190.0,3
41485035.0,3
41439012.0,1
41003252.0,1
41007121.0,3
41071004.0,1
28045001.0,3
41044109.0,8
11110856.0,2
41074082.0,11
11110096.0,4
41002338.0,2
41002004.0,1
11110698.0,5
41110078.0,5
41003440.0,5
11111171.0,7
41002405.0,1
41024010.0,1
41483014.0,6
41374002.0,4
11110903.0,3
41032025.0,3
41005134.0,2
28222002.0,4
41491010.0,6
11110163.0,5
11110378.0,1
41068186.0,1
41285007.0,3
41271003.0,2
41088008.0,1
41374001.0,1
28008003.0,3
41003118.0,8
41017103.0,3
41072005.0,2
41017106.0,2
11110736.0,7
41319033.0,2
41009037.0,1
41004017.0,2
28034002.0,8
11110393.0,3
41110027.0,4
41327005.0,2
41467011.0,1
41341002.0,1
11110308.0,7
41011144.0,1
41032022.0,5
41293005.0,1
41003216.0,1
11110363.0,1
28228006.0,4
41423015.0,4
41453003.0,4
41039009.0,3
28206006.0,2
28037004.0,2
41039011.0,1
11110315.0,1
41002449.0,1
11110097.0,5
41068134.0,2
41440001.0,1
41002268.0,3
11110694.0,2
11110713.0,1
41006347.0,5
41088002.0,1
41423017.0,3
41283013.0,2
11110982.0,2
41006145.0,5
41002227.0,1
41007127.0,3
28224002.0,1
41001029.0,1
41032018.0,1
41374003.0,2
41007029.0,3
41037114.0,3
28027003.0,6
41319016.0,1
41006103.0,1
41026033.0,1
28228011.0,3
41034115.0,2
41022109.0,4
41351001.0,2
41283010.0,3
41018174.0,3
41313001.0,1
41349001.0,1
41310001.0,3
41006282.0,1
41002311.0,3
41022135.0,2
41003344.0,1
41338005.0,1
28310003.0,1
41491009.0,51
28511013.0,1
41491006.0,11
11110626.0,1
41352002.0,2
41005011.0,3
41022120.0,3
11111169.0,3
11110348.0,1
41319042.0,1
41204008.0,29
41044110.0,2
41002520.0,1
41285011.0,13
41319011.0,1
11110390.0,3
41281003.0,8
28229005.0,2
41007018.0,1
41008105.0,3
41008117.0,6
41003260.0,1
41319022.0,1
41319020.0,2
41068123.0,4
41032038.0,3
41017101.0,2
41016024.0,2
41003265.0,2
11110575.0,1
28210003.0,4
41017001.0,1
41319034.0,1
11110697.0,3
41018144.0,1
28510004.0,2
41247003.0,3
41002334.0,1
11110579.0,2
41044114.0,2
28008004.0,2
41022134.0,1
11110198.0,2
41044124.0,2
11110891.0,2
41002315.0,1
41002352.0,1
41044112.0,1
41283009.0,1
41006333.0,1
41003584.0,1
11110629.0,3
41038115.0,2
41483017.0,1
41008142.0,2
41110041.0,3
41319036.0,1
41068128.0,1
41068191.0,1
28002002.0,2
41074084.0,18
11110964.0,1
41006328.0,2
11110147.0,2
41038129.0,2
41003631.0,1
11110365.0,1
41003255.0,1
41328003.0,1
11110899.0,1
41436007.0,1
41437010.0,1
28007005.0,2
41299708.0,1
41018010.0,1
41283012.0,1
41011134.0,2
41005165.0,1
41038214.0,1
11110585.0,1
41006148.0,3
41006274.0,1
41038212.0,1
41003043.0,1
11110500.0,1
41306701.0,1
11110512.0,4
11110167.0,2
41003669.0,2
11110984.0,1
41014116.0,1
41227003.0,3
41319007.0,3
41007109.0,2
41483009.0,2
41483001.0,1
41002099.0,1
28231010.0,3
11110739.0,1
41007107.0,3
28037008.0,2
28322001.0,1
41057009.0,1
41008145.0,1
41044115.0,1
41009043.0,1
28228003.0,1
11110890.0,1
11110401.0,3
41068132.0,1
41325002.0,1
41002612.0,1
41071008.0,1
41044103.0,1
41078008.0,2
41003254.0,2
41079013.0,1
41032014.0,2
41008134.0,1
41295707.0,1
41002631.0,1
41401001.0,1
41003509.0,1
41002319.0,2
41422004.0,1
41461011.0,1
41003688.0,1
28324002.0,1
41446020.0,1
41003636.0,1
11110637.0,1
41003012.0,1
41022104.0,1
41008118.0,1
41009160.0,1
41014120.0,1
41319012.0,1
41347002.0,1
41233001.0,1
41006288.0,1
41003499.0,1
41326001.0,1
41283005.0,1
41348001.0,1
41062106.0,1
28022008.0,1
28208001.0,2
11110917.0,1
41319031.0,2
28206009.0,1
41018030.0,1
11110930.0,1
41319013.0,1
41002402.0,1
11110666.0,1
41011104.0,1
41003583.0,1
41304006.0,1
41002164.0,1
41002207.0,1
