,이용횟수
4111894.0,1
9000792.0,1
4105620.0,1
4111649.0,5
60028.0,4
9466.0,3
9000157.0,1
2547.0,28
4102920.0,20
4118461.0,5
9009725.0,1
9009809.0,2
9012210.0,2
4105281.0,11
9010261.0,1
8502222.0,30
70042.0,1
72938.0,4
4170292.0,1
2801433.0,5
4151793.0,12
4105347.0,9
4114330.0,35
73803.0,4
4130260.0,2
4111755.0,3
8002111.0,3
4105691.0,1
4115259.0,1
2803807.0,4
4178951.0,27
1914.0,4
9000224.0,9
9122337.0,14
4101976.0,6
4177066.0,2
8692.0,4
8501592.0,3
75786.0,3
4116323.0,2
4111661.0,22
4102160.0,5
8501984.0,2
4176177.0,1
71099.0,21
8709.0,1
4103549.0,21
4103662.0,9
72403.0,9
4119691.0,1
72410.0,11
4196059.0,5
12859.0,3
72170.0,2
11547.0,4
8003101.0,5
4100723.0,1
9009205.0,4
9035283.0,2
72341.0,6
4115909.0,1
4102795.0,7
4111952.0,8
4511.0,50
9034948.0,6
9034802.0,1
72541.0,4
4100604.0,18
2800666.0,1
8002601.0,9
4112248.0,3
4113986.0,13
4110183.0,18
4130655.0,1
9009412.0,2
4160332.0,7
4179201.0,5
4110734.0,1
4196064.0,6
4115160.0,18
4196021.0,1
4110174.0,9
4103776.0,4
9175812.0,1
4177839.0,1
7586.0,5
4123616.0,2
4101774.0,1
12197.0,1
4117375.0,15
4176641.0,32
9009721.0,13
2803108.0,1
4123419.0,1
4111153.0,2
4102169.0,8
4135939.0,11
4135669.0,17
4176431.0,3
4101886.0,2
4118404.0,15
2801744.0,5
4119061.0,7
4111589.0,4
12295.0,5
4160088.0,1
9119284.0,1
4130102.0,17
9011064.0,2
8002693.0,3
4103701.0,6
4103284.0,5
4105.0,28
4102222.0,1
4170627.0,1
9002698.0,10
8502233.0,4
9013019.0,1
4107899.0,3
9012616.0,1
4199184.0,7
4104063.0,1
4115706.0,1
9007746.0,1
16119.0,8
4119393.0,9
76806.0,1
8908.0,1
9010972.0,1
9006330.0,30
8501746.0,7
4119409.0,3
4176913.0,4
4150271.0,11
4105267.0,16
4199819.0,2
9000912.0,13
9109724.0,2
4150318.0,4
73074.0,1
4170303.0,2
4119683.0,6
4197617.0,1
76635.0,11
4179072.0,2
4178425.0,6
4116580.0,11
4118315.0,26
4103341.0,1
4114447.0,3
9002166.0,8
4130952.0,2
4176092.0,5
10003.0,7
4118260.0,8
9012591.0,3
4122616.0,1
4195030.0,2
4111379.0,1
8501962.0,2
4176817.0,9
4107088.0,5
4130323.0,2
4196103.0,7
4107922.0,18
70927.0,1
4103158.0,1
12285.0,2
8003089.0,1
4103805.0,5
4176104.0,14
10694.0,1
4105314.0,1
4102749.0,2
73061.0,1
4122620.0,2
4179000.0,56
4150361.0,6
9036128.0,4
4123609.0,7
4151555.0,17
4112698.0,3
4116559.0,3
4117555.0,2
4176850.0,15
9011181.0,1
4103380.0,18
8002334.0,2
4135107.0,2
4110790.0,3
4123811.0,4
8003072.0,1
4101068.0,4
4130382.0,5
4114986.0,10
4111879.0,2
4118193.0,4
4107127.0,1
4115140.0,2
9001905.0,4
4117860.0,7
4103215.0,2
4111721.0,3
4102058.0,1
9034305.0,16
2802854.0,1
9000189.0,1
4102987.0,1
4178774.0,6
4130375.0,2
72075.0,12
9010722.0,1
4112283.0,1
4111666.0,1
9056.0,3
4130235.0,4
8654.0,3
1208.0,2
9007732.0,1
4123691.0,7
9130356.0,1
4178736.0,5
4178401.0,3
4103409.0,1
2801960.0,1
72139.0,3
73036.0,1
4130347.0,3
9034302.0,1
4118333.0,4
9364.0,2
9004819.0,1
11453.0,1
4199416.0,17
4115004.0,6
9759.0,2
4105273.0,10
71187.0,2
9118288.0,68
9010208.0,5
9010109.0,1
4105346.0,10
4101105.0,1
9036136.0,13
4118308.0,1
9009803.0,1
4121517.0,3
4178352.0,3
8001745.0,4
4150302.0,1
4199898.0,10
4117358.0,2
4130154.0,19
4176727.0,2
4115076.0,5
9013861.0,7
72836.0,6
7000007.0,2
4114056.0,19
9032144.0,1
4100547.0,5
4102998.0,2
4111944.0,1
10007.0,11
75091.0,1
4103536.0,4
4173532.0,1
4105739.0,1
72401.0,11
2643.0,5
4101215.0,3
4110020.0,1
4103737.0,1
2803394.0,6
2802361.0,4
4150241.0,22
9036967.0,3
4101858.0,9
4105296.0,43
4101945.0,21
9009249.0,1
4170331.0,13
4116489.0,4
4112777.0,1
9008519.0,1
4178076.0,2
4100303.0,4
9199532.0,1
4103200.0,3
4119825.0,6
9176842.0,22
2548.0,3
4121699.0,1
2801160.0,11
4178804.0,1
70752.0,3
4702.0,1
2802061.0,1
4116625.0,7
4176689.0,6
9903.0,14
4118244.0,5
4122020.0,3
4151566.0,7
4197710.0,2
11466.0,3
4100420.0,6
9008283.0,1
4106836.0,9
4105327.0,5
4102025.0,4
4178211.0,11
4122099.0,1
4130277.0,5
4197474.0,1
4119896.0,3
9122101.0,1
4103720.0,2
9003339.0,3
11000.0,2
4171006.0,1
4197129.0,1
4110242.0,4
4118576.0,2
9135985.0,1
4116642.0,7
2802898.0,1
72570.0,1
4177356.0,1
4119304.0,5
8001322.0,1
9636137.0,9
2806621.0,1
9008719.0,3
4103736.0,3
9176797.0,1
4101148.0,1
4199771.0,35
7000164.0,2
4704.0,2
9012512.0,1
4101571.0,1
4122311.0,1
9119219.0,14
9013796.0,5
8002640.0,2
8501763.0,2
9170691.0,1
9009784.0,3
4179379.0,5
4130315.0,1
4120535.0,1
9035078.0,14
9008765.0,2
4123672.0,1
4160074.0,4
4118234.0,2
77183.0,1
71341.0,9
2538.0,7
171289.0,1
4109282.0,3
4118297.0,18
4101847.0,10
9009821.0,5
8002341.0,1
4110421.0,12
4117334.0,14
1329.0,3
8007.0,2
4176885.0,10
4195569.0,7
9009279.0,1
8501543.0,8
4197094.0,1
4150055.0,1
4170833.0,45
9009146.0,1
9006068.0,1
9034959.0,1
9034960.0,2
2802109.0,1
9000455.0,2
8001747.0,8
4105928.0,2
4179216.0,5
4119119.0,2
4101176.0,1
4101116.0,1
9035087.0,2
4105599.0,2
4105597.0,2
4101977.0,39
11036.0,1
4150440.0,3
4170626.0,1
4101468.0,7
4119242.0,5
11762.0,2
2802808.0,1
4104959.0,1
4105330.0,16
9009939.0,2
9010846.0,5
72891.0,3
12201.0,3
9684.0,5
76295.0,2
4111724.0,10
9010385.0,3
4103467.0,6
4199713.0,71
4102374.0,1
1324.0,1
4196548.0,1
174577.0,1
4103585.0,6
4123267.0,11
1313.0,3
4118332.0,22
3215.0,2
71276.0,2
4110101.0,3
4150115.0,6
4119190.0,3
4176897.0,3
4101946.0,2
4101991.0,4
9008991.0,3
4102978.0,2
4110889.0,4
9102115.0,4
4118445.0,2
4107177.0,1
4179014.0,5
8002661.0,4
7539.0,1
2801311.0,2
72157.0,2
4101903.0,3
9032723.0,5
1956.0,5
76426.0,5
4104.0,11
9009426.0,1
4111310.0,1
4103763.0,4
9001587.0,7
4174065.0,2
246.0,6
9007648.0,1
4150220.0,6
4198855.0,1
4196913.0,2
4116556.0,4
2801901.0,1
4120802.0,1
9033606.0,1
4100602.0,30
4101784.0,2
4101593.0,1
10781.0,3
4179332.0,4
4111781.0,2
4130269.0,6
9010418.0,1
4102388.0,5
4118482.0,18
8002386.0,6
4101439.0,6
9009429.0,3
9003691.0,3
4103471.0,4
9034910.0,3
4179183.0,9
4199095.0,2
9005089.0,3
1276.0,11
9104683.0,1
73879.0,5
9168.0,3
4116513.0,5
4101850.0,5
4113781.0,13
4119360.0,1
9176447.0,13
9730.0,2
4101798.0,4
4118361.0,2
4195179.0,1
4107394.0,3
4195416.0,5
4103797.0,1
9029003.0,1
9011315.0,1
4179020.0,1
4123072.0,1
4175854.0,1
4106656.0,6
70925.0,3
4103878.0,2
8002602.0,8
9013152.0,1
71118.0,1
9009557.0,2
8002122.0,2
4110476.0,18
9107159.0,33
4102154.0,1
9010792.0,18
4123428.0,1
4131039.0,3
4195008.0,1
74932.0,6
9013328.0,1
4118729.0,1
4117095.0,1
11371.0,4
4102499.0,1
4103318.0,2
4107839.0,26
4122210.0,7
3207.0,2
71360.0,1
9114413.0,3
4111876.0,5
4122166.0,17
4112188.0,14
4173899.0,5
4109831.0,7
9196637.0,12
4121360.0,2
4199070.0,9
4102500.0,2
16206.0,2
9130098.0,1
2800877.0,1
3112.0,2
10506.0,1
4118296.0,5
7103690.0,1
4101723.0,4
11225.0,1
4111322.0,2
4101873.0,8
4102148.0,2
4103692.0,11
9007951.0,3
4179368.0,2
9013505.0,4
9010953.0,4
4107124.0,13
207.0,27
4197289.0,2
4107651.0,1
9178973.0,11
4176269.0,1
4177365.0,8
1252.0,3
4100771.0,2
2800454.0,3
4176181.0,1
9001071.0,1
4195881.0,3
75583.0,1
9033559.0,3
8002363.0,1
4100412.0,3
8501092.0,1
4110178.0,7
9110516.0,6
9012310.0,1
4100726.0,5
4112057.0,12
4178003.0,1
9000288.0,1
8758.0,13
4122688.0,1
9036400.0,1
72239.0,1
9009960.0,1
4130500.0,10
4176604.0,8
4130368.0,8
4116104.0,1
8502225.0,3
4176636.0,18
4130366.0,8
2801471.0,2
9108179.0,3
4118113.0,9
4101487.0,9
4170485.0,8
4176411.0,2
4106043.0,1
9117441.0,1
9001098.0,4
4170714.0,3
9035008.0,2
9003363.0,1
7642.0,2
4119169.0,17
4176512.0,13
4130182.0,3
3205.0,5
2802891.0,1
9035403.0,2
7102010.0,7
9004526.0,3
4103614.0,7
4115119.0,5
9009687.0,1
4105795.0,3
4176705.0,2
4176199.0,1
4117440.0,2
4112060.0,1
4100826.0,1
4179083.0,1
4130036.0,1
4112229.0,1
2800941.0,2
4110035.0,3
4105231.0,1
9008597.0,2
4107613.0,5
4170294.0,2
2735.0,15
72144.0,2
4195086.0,2
4119561.0,11
4102801.0,9
9010136.0,1
7103084.0,3
4178742.0,1
4115240.0,18
9034965.0,2
4112512.0,15
4115169.0,5
4118675.0,5
4114396.0,1
8003176.0,2
5050021.0,2
4195592.0,1
4103407.0,11
2801632.0,1
4178802.0,2
4112176.0,2
4119373.0,5
2807268.0,1
9106160.0,1
2807235.0,1
12169.0,3
9034951.0,5
9009425.0,4
4116492.0,16
4179245.0,2
8965.0,2
4196554.0,1
4119839.0,6
4122351.0,2
4105265.0,8
4199043.0,9
4112207.0,4
4179018.0,21
9002941.0,1
9113835.0,9
9009953.0,1
8003182.0,1
9011916.0,1
9785.0,2
5050134.0,1
4105773.0,2
4102847.0,4
4111024.0,1
70071.0,3
4107096.0,3
4101031.0,1
4100578.0,3
4130447.0,2
4197553.0,2
4115075.0,6
8002667.0,1
9000306.0,1
4123666.0,1
4100632.0,8
4195875.0,4
4197725.0,2
4103145.0,1
4179191.0,2
4130103.0,19
4107629.0,1
9005395.0,5
9002723.0,1
4103389.0,7
2802963.0,2
4176806.0,9
4176112.0,10
4111693.0,14
70778.0,1
70800.0,2
4150327.0,1
8502224.0,2
8502228.0,11
9008772.0,4
8502135.0,16
4121470.0,2
4116621.0,4
4111719.0,3
4115481.0,5
4178869.0,6
4176992.0,16
4119960.0,1
9111623.0,3
9036727.0,3
4112077.0,8
4113825.0,9
4112183.0,5
4130477.0,12
4111208.0,1
4103355.0,1
4170840.0,3
9009540.0,1
9009600.0,1
4101845.0,2
4170310.0,6
4199215.0,7
4116723.0,14
9009049.0,1
4170650.0,1
4199972.0,1
4197045.0,1
4115605.0,15
4100588.0,11
4113588.0,1
4100533.0,4
4112155.0,1
4101407.0,1
4160333.0,9
1210.0,1
2802094.0,3
4113978.0,10
9130117.0,12
8501786.0,2
7621.0,1
8001906.0,1
4118476.0,7
9114002.0,1
9175623.0,3
4107962.0,2
4119062.0,12
4179169.0,3
4179132.0,3
8501066.0,4
7100616.0,1
9013315.0,1
4130311.0,1
72798.0,14
4179328.0,5
10529.0,9
4117219.0,13
4103297.0,6
4119300.0,17
4120181.0,1
9002551.0,21
9008431.0,6
4116586.0,3
4109527.0,1
75811.0,2
4117852.0,11
4130476.0,8
72706.0,1
4131078.0,9
9176446.0,9
4114081.0,19
4197717.0,10
74920.0,13
4107889.0,1
4103359.0,1
4114776.0,1
4130329.0,32
4100505.0,29
4171318.0,4
4116603.0,11
4118359.0,3
75476.0,1
8001020.0,1
73199.0,2
9382.0,4
9012182.0,4
4108740.0,1
4121511.0,1
4107690.0,4
4131069.0,1
4103573.0,4
4170720.0,3
71501.0,1
4100320.0,15
4118329.0,14
4151569.0,5
9013296.0,1
2803109.0,1
4100347.0,2
4112365.0,7
4102355.0,1
4178818.0,9
4116640.0,1
4103482.0,3
4107632.0,7
7591.0,8
4103769.0,15
4116462.0,1
2805647.0,7
4116577.0,17
4178779.0,3
9007143.0,1
4150158.0,3
4101566.0,4
9009139.0,1
72487.0,3
72369.0,2
7919.0,8
8501369.0,2
4117916.0,6
9131255.0,3
4175092.0,2
9116940.0,20
4115241.0,15
4101807.0,1
4151573.0,10
9001625.0,1
9036637.0,37
4100506.0,38
11926.0,8
4110304.0,12
4130143.0,3
4113829.0,5
4105955.0,6
2800241.0,2
4103838.0,1
4117187.0,5
4176927.0,2
9035009.0,3
71877.0,12
4178223.0,21
13529.0,1
4103366.0,2
4100508.0,18
2800637.0,1
75441.0,2
4109413.0,3
2802399.0,1
9036444.0,1
4116752.0,4
70939.0,5
4130426.0,40
4113315.0,7
9003468.0,4
9002676.0,4
9107847.0,1
2635.0,10
9036951.0,3
4103514.0,1
9668.0,4
9606338.0,15
4102746.0,1
1955.0,5
4103676.0,18
9004047.0,12
72753.0,1
4199772.0,109
9179154.0,220
4105808.0,2
4103813.0,37
8501728.0,1
10770.0,3
4198933.0,10
4106968.0,35
7101992.0,1
8913.0,7
7103440.0,10
4111167.0,3
8120.0,42
8003108.0,3
2802381.0,1
8001762.0,7
9034958.0,5
4115012.0,1
4117833.0,2
9036148.0,1
4176580.0,2
9012883.0,4
7102459.0,1
4103768.0,4
4116231.0,6
8002147.0,8
70636.0,1
316.0,9
9000132.0,2
9009487.0,1
4119441.0,18
4118257.0,3
4106935.0,5
9135401.0,4
4150667.0,4
8001779.0,4
4197491.0,2
4179345.0,4
4119146.0,4
4195033.0,2
4170801.0,4
31531.0,1
75146.0,1
4119371.0,160
4114851.0,4
4199543.0,1
4117357.0,3
4176130.0,5
4130271.0,7
4106991.0,10
4100997.0,6
4119312.0,8
4135807.0,1
4103186.0,1
7103403.0,1
4199152.0,2
4122747.0,10
7592.0,1
4103353.0,9
4117217.0,8
76023.0,1
71016.0,1
10843.0,3
9011045.0,2
4160375.0,2
4116619.0,3
4118269.0,12
4178485.0,2
4114993.0,3
4116849.0,12
4131056.0,1
4116886.0,15
4120478.0,4
4116941.0,66
9033976.0,3
4170257.0,110
12023.0,1
14397.0,3
9010914.0,7
4103129.0,2
4118316.0,1
72817.0,7
7100634.0,2
4151539.0,10
4121803.0,3
4179001.0,4
8878.0,3
4176113.0,5
4198890.0,1
9002885.0,5
4178535.0,7
4198841.0,14
4175912.0,1
9008788.0,1
4113793.0,2
4178657.0,7
2801036.0,1
4116397.0,37
4177003.0,50
4106939.0,9
4170629.0,1
4170583.0,1
9009481.0,6
4101876.0,4
4122080.0,2
4119943.0,20
9000926.0,4
4122513.0,2
4122404.0,8
4197421.0,16
4103828.0,10
4135566.0,6
4179016.0,6
4102872.0,6
4102841.0,8
4107111.0,2
4118362.0,5
8502018.0,3
13025.0,2
8002627.0,2
9695.0,2
4119287.0,2
8000293.0,5
9034061.0,1
9135842.0,9
9005102.0,2
4170787.0,3
9034315.0,11
4117413.0,7
4102639.0,1
4117195.0,1
4115781.0,15
4199703.0,1
9009684.0,12
4179215.0,2
4120518.0,5
4195003.0,6
9110679.0,2
4118180.0,4
4102939.0,6
4119822.0,1
72585.0,8
4176623.0,2
4116901.0,11
9000122.0,25
4118454.0,1
9035852.0,3
76781.0,1
9122099.0,7
12122.0,1
4179003.0,4
9009749.0,1
4119666.0,9
12188.0,6
9007954.0,1
71201.0,2
4103581.0,17
4196986.0,1
4178763.0,14
8002513.0,1
4114954.0,2
4116105.0,3
9012901.0,4
75142.0,3
9008305.0,12
9003699.0,2
4117874.0,11
8002595.0,1
9119263.0,3
4199816.0,4
4103457.0,37
4122305.0,6
4196087.0,4
4119271.0,1
9613187.0,2
4178207.0,6
4122635.0,26
4100545.0,2
4106997.0,3
4101234.0,3
9004240.0,5
4178572.0,1
4105286.0,3
2801007.0,1
9002553.0,2
4110405.0,1
13611.0,8
9012871.0,2
4113412.0,1
9003495.0,4
9002158.0,8
4113987.0,26
4116647.0,4
9003315.0,2
10657.0,7
9010891.0,8
4130109.0,3
4160297.0,72
4150359.0,5
9105399.0,11
72898.0,3
71046.0,5
71072.0,2
4199823.0,18
72029.0,4
4103413.0,8
4121892.0,11
4170298.0,18
4107866.0,26
8001388.0,1
4176080.0,101
4121834.0,4
4121492.0,6
4103232.0,1
4176383.0,3
4118388.0,1
4170588.0,2
4107864.0,7
7101637.0,12
9213769.0,1
4199436.0,1
72586.0,2
8935.0,4
9009616.0,3
4119080.0,5
4195897.0,4
4179173.0,8
4170417.0,5
4101035.0,2
9012659.0,4
4110399.0,1
4100486.0,21
4119188.0,2
72842.0,14
4107125.0,14
9112961.0,6
75115.0,3
4102142.0,3
9117622.0,3
8992.0,7
4101044.0,1
4117014.0,6
4170044.0,3
4103390.0,4
4100661.0,2
4101480.0,14
4101353.0,10
9012551.0,4
70770.0,4
4102186.0,2
3203.0,8
9002683.0,6
9009120.0,28
9011094.0,1
13576.0,1
4102350.0,1
4119901.0,3
8000997.0,9
9002707.0,6
4119266.0,7
72371.0,1
4101190.0,1
4198907.0,2
4196057.0,1
9000304.0,7
4111950.0,11
8501917.0,4
4122306.0,5
12342.0,1
4109828.0,2
9036565.0,1
71823.0,1
9006477.0,3
4150301.0,5
4199589.0,9
9119347.0,17
9150166.0,2
4105649.0,3
9010770.0,10
8501887.0,3
4121804.0,16
8003075.0,1
4170007.0,1
4118365.0,5
75746.0,1
9001999.0,15
4110239.0,6
4179133.0,4
9002649.0,9
9033978.0,1
4103802.0,6
4130367.0,10
8046.0,4
75975.0,4
4119057.0,14
8001451.0,1
4195420.0,6
4170568.0,2
4160238.0,6
9010229.0,1
9192.0,1
4119323.0,6
9914.0,1
4177274.0,1
9010315.0,3
9007810.0,1
4178522.0,2
4119697.0,1
4123671.0,2
4102194.0,2
4173563.0,1
4119380.0,25
9036053.0,5
9014545.0,1
71959.0,2
4123443.0,3
4103530.0,45
4110182.0,2
4122359.0,5
4122340.0,6
9119013.0,39
4103794.0,2
4105232.0,3
4111927.0,5
4110253.0,6
4179374.0,16
9009585.0,1
4113735.0,2
4150303.0,5
72900.0,3
9002841.0,4
4118224.0,1
4107528.0,3
4121367.0,12
8102524.0,1
4179533.0,2
9005379.0,9
9035287.0,1
4102908.0,29
2802870.0,3
9008811.0,1
4100421.0,7
9008694.0,7
4711.0,1
4103453.0,5
4199206.0,6
9873.0,7
4175112.0,2
4119251.0,26
8501278.0,21
4178803.0,1
9006482.0,3
4151598.0,8
4117578.0,1
9011189.0,2
75777.0,5
4119617.0,3
4119234.0,6
4150668.0,4
9012656.0,6
4112356.0,7
4199532.0,21
9011525.0,1
4111618.0,10
10486.0,1
9170322.0,2
9009114.0,1
4103689.0,6
4101235.0,2
4119381.0,25
2802107.0,1
4199874.0,1
4130255.0,24
9001968.0,1
8501910.0,3
8501899.0,6
4119399.0,1
4176486.0,13
4176815.0,4
14410.0,3
4103392.0,6
4116896.0,21
4118285.0,18
4100402.0,8
9004383.0,1
9010911.0,3
71205.0,1
4178799.0,3
4112255.0,2
4150223.0,2
9009403.0,3
9009679.0,3
4199694.0,33
4110053.0,18
4100873.0,1
74991.0,4
4122408.0,48
9122202.0,6
9003529.0,2
9002929.0,1
4100339.0,3
4112046.0,4
4107207.0,1
9007992.0,2
4150116.0,1
4122700.0,1
9011214.0,1
4119244.0,14
4116108.0,42
7101753.0,3
4121423.0,5
72142.0,1
4179222.0,2
4199856.0,10
8426.0,1
60069.0,3
9034952.0,3
4179238.0,25
4116761.0,4
4199080.0,21
4150467.0,3
9033977.0,3
4123014.0,9
4122403.0,17
4135048.0,2
9034733.0,3
70631.0,3
14655.0,10
4122169.0,78
4115940.0,2
4150360.0,26
73202.0,2
4115144.0,5
10752.0,1
7101757.0,1
4175801.0,1
7101711.0,6
8002112.0,7
75977.0,1
2800298.0,1
4117792.0,27
7000188.0,2
9008695.0,12
4135004.0,7
9010219.0,2
4102145.0,17
4116225.0,1
9036064.0,6
4178616.0,3
9100051.0,1
8003099.0,2
4103656.0,18
4119686.0,2
4115025.0,3
4112110.0,5
9034954.0,6
75426.0,8
14448.0,1
20228.0,2
4102247.0,1
4101824.0,5
4170953.0,6
4178967.0,14
2634.0,4
4116820.0,2
4121605.0,46
4122893.0,4
7000168.0,1
4107230.0,2
9002627.0,3
4118185.0,2
4107865.0,101
4100428.0,21
4195224.0,1
4100213.0,1
4101893.0,11
4113250.0,2
9034586.0,12
8500.0,3
4100280.0,3
9007149.0,1
4177989.0,2
4111335.0,2
4110021.0,5
4121986.0,8
4108471.0,11
10495.0,1
9012745.0,9
4107337.0,3
9118422.0,6
4199863.0,4
9000670.0,2
2800623.0,1
4195572.0,1
8185.0,1
4100492.0,22
8501279.0,41
9000160.0,4
9034627.0,1
9033125.0,1
76285.0,3
8002644.0,1
9012214.0,1
4171379.0,7
9102558.0,25
75082.0,4
4119363.0,13
4195139.0,1
70495.0,5
10430.0,2
9008729.0,7
9000413.0,7
4102047.0,24
9033711.0,4
4121985.0,19
7101927.0,5
4101481.0,7
4110176.0,5
4179239.0,3
9011097.0,22
9010960.0,5
4103781.0,13
4179194.0,3
4112082.0,1
4179309.0,11
2803030.0,2
4130203.0,14
4112236.0,5
4118157.0,3
60068.0,5
70634.0,3
4115138.0,2
4116398.0,59
4195380.0,1
4120978.0,25
9034941.0,1
4118245.0,2
4103795.0,2
9010810.0,3
4197328.0,3
4130186.0,43
4107566.0,1
4113333.0,30
4102751.0,2
2801561.0,3
9001724.0,2
7896.0,2
9010522.0,1
9008417.0,1
4112217.0,1
74435.0,2
8501530.0,3
8501461.0,1
8001689.0,2
2805037.0,1
4101944.0,2
4102220.0,2
70687.0,2
4179274.0,13
4130391.0,3
9103716.0,3
9012367.0,1
9013088.0,1
74604.0,20
4101458.0,4
4100546.0,2
4113501.0,3
4199827.0,50
4113823.0,2
9485.0,1
4117066.0,17
4176097.0,9
9010506.0,1
250.0,2
4119260.0,2
4119296.0,1
9005338.0,2
76649.0,1
72028.0,2
4196173.0,1
1953.0,1
9008180.0,5
75813.0,2
4118195.0,9
8099.0,2
4113453.0,5
4105205.0,3
4105367.0,12
4118355.0,3
4196106.0,6
4130234.0,7
4117799.0,9
9103428.0,2
4116644.0,6
4110166.0,14
72406.0,3
4101695.0,14
4196195.0,5
4178115.0,2
9066.0,1
4103787.0,26
4111718.0,2
4118432.0,19
4112368.0,10
4100330.0,1
9101957.0,2
4103816.0,6
4103904.0,1
4121937.0,2
71349.0,2
8501499.0,2
4174629.0,2
4117838.0,3
9003469.0,1
4110198.0,12
4110201.0,6
4122654.0,15
4114479.0,2
4110945.0,1
4119074.0,1
4111901.0,4
4103135.0,4
9010459.0,2
9107293.0,1
8000635.0,16
4117859.0,10
4130454.0,13
4179190.0,7
8001412.0,1
4110164.0,8
4118216.0,1
4171385.0,1
4113360.0,5
4118291.0,8
4123727.0,6
9007657.0,8
9001969.0,3
4112095.0,2
4101859.0,8
4115077.0,15
4110783.0,6
4131055.0,1
4103716.0,14
4115045.0,1
4115367.0,3
4197727.0,3
4117654.0,1
9111584.0,4
4100705.0,1
2804876.0,1
4117040.0,1
9011014.0,10
9008787.0,8
9012926.0,5
4108432.0,12
4135676.0,1
4113393.0,5
9643.0,5
4151658.0,17
4116597.0,12
4179318.0,11
76859.0,1
4179232.0,8
8002554.0,1
9008652.0,1
9011092.0,2
4103188.0,4
4107775.0,3
4170960.0,6
4114773.0,2
4116179.0,20
4105484.0,1
4118147.0,7
4101985.0,4
4101975.0,5
8003142.0,1
4107637.0,11
4135502.0,1
4103677.0,18
4116228.0,3
4110401.0,7
4131045.0,3
4116633.0,11
4105229.0,5
9197578.0,1
9002162.0,1
8000242.0,12
4115005.0,1
4116197.0,1
4196229.0,1
4108288.0,4
8002113.0,8
4110031.0,9
4100514.0,6
4119249.0,3
4197602.0,7
1878.0,4
4179160.0,2
4107136.0,2
4170496.0,4
4130060.0,10
9012530.0,3
4121050.0,1
8102626.0,2
4103480.0,13
4122402.0,13
9009109.0,4
4102198.0,3
4103727.0,3
8300550.0,2
4115072.0,3
9003696.0,5
9032692.0,4
9034054.0,2
4101335.0,2
4118262.0,5
4103665.0,1
10574.0,8
4101173.0,4
8501625.0,27
4110942.0,1
4114485.0,22
9014261.0,1
4170288.0,1
4130051.0,13
75928.0,4
8233.0,1
4112226.0,2
9102060.0,5
4160385.0,4
4115067.0,4
2802933.0,1
2802621.0,1
9014424.0,1
9005723.0,1
9034376.0,11
4118319.0,6
4106965.0,3
4100675.0,1
11754.0,4
72473.0,6
4122079.0,2
4105217.0,4
2802228.0,1
4130386.0,2
4197684.0,31
9007147.0,6
4117383.0,8
4116313.0,1
4118187.0,1
4110145.0,20
4101277.0,1
4170852.0,2
70496.0,1
75537.0,1
4110112.0,3
4106973.0,3
4100324.0,2
4117424.0,6
9292.0,3
71363.0,3
4178841.0,1
9003559.0,3
9008197.0,1
4103817.0,5
4179351.0,3
4170716.0,4
4178687.0,1
4115289.0,2
4115041.0,3
4136473.0,5
9114000.0,1
73783.0,3
9002652.0,7
4103419.0,9
9034653.0,9
73167.0,1
4135073.0,1
4130165.0,1
4130147.0,15
4121929.0,16
4105651.0,2
4105604.0,1
4107061.0,6
4103323.0,16
4117616.0,1
4103616.0,25
4103466.0,3
4100197.0,1
4100859.0,2
4199150.0,5
4105674.0,2
4105672.0,1
9014562.0,1
8501016.0,4
4174792.0,1
2801501.0,1
4118557.0,27
4119342.0,5
4115910.0,7
4110199.0,23
4101722.0,1
4119254.0,4
2801844.0,1
4100525.0,13
4120447.0,12
4151563.0,2
4117850.0,1
9034968.0,9
4107656.0,1
4114325.0,3
4108068.0,1
9002656.0,5
9036528.0,5
2512.0,14
75199.0,1
73772.0,2
72877.0,7
8501007.0,4
4150420.0,1
71275.0,6
9103505.0,4
9536.0,5
76425.0,6
4101861.0,3
9606593.0,1
4111702.0,4
4107406.0,1
4112349.0,11
4101548.0,1
9809.0,2
9011603.0,1
4151561.0,5
4101932.0,2
71622.0,1
4110044.0,2
4119144.0,23
4118514.0,2
4130247.0,3
4101987.0,2
72504.0,1
75466.0,4
4118382.0,6
7103123.0,6
8000261.0,4
72394.0,10
72408.0,1
4100531.0,14
4112265.0,2
7102603.0,1
4114454.0,8
73686.0,2
9034301.0,8
9030065.0,4
4108287.0,1
4119256.0,15
328.0,21
4170959.0,30
8002170.0,1
9000198.0,21
4111961.0,2
4110109.0,7
9102650.0,1
4160041.0,5
76636.0,7
7000034.0,1
9009790.0,1
13607.0,2
9035093.0,4
9235840.0,6
9010234.0,3
9002640.0,1
4110073.0,5
74029.0,1
8502070.0,11
9011656.0,1
9006153.0,1
4114023.0,2
4105161.0,1
74420.0,2
7891.0,3
4179179.0,6
4117803.0,1
10166.0,6
4115414.0,1
4170016.0,4
74860.0,1
4105353.0,11
9032622.0,1
4101895.0,16
4150358.0,9
74835.0,1
9013168.0,1
4103783.0,17
9036089.0,3
9033549.0,19
4116587.0,4
79692.0,1
9586.0,2
9957.0,6
4121308.0,3
11107.0,1
4118493.0,5
8002744.0,5
4117622.0,3
4109326.0,2
4101456.0,8
9000145.0,16
9011069.0,17
4150428.0,2
4106989.0,3
4105964.0,1
